TransactionID,OrderDate,Origin,Destination,TransportMode,Carrier,Distance_km,FreightCost,ShipmentWeight_kg,PlannedTransitDays,ActualTransitDays,UnitsShipped,DamagedUnits,OnTimeDelivery
5061,7/26/2024,Mumbai,Pune,Road,kuehne nagel,131,41712.11,4551,2,7,412,0,0
5062,7/19/2024,Bangalore,Kolkata,Road,Delhivery,530,28717.32,2018,2,1,15,1,1
5063,11/27/2024,Bangalore,Indore,Air,DTDC,1966,36019.72,3345,8,7,80,0,1
5064,2/7/2024,Jaipur,Pune,Road,kuehne nagel,565,42467.34,2073,5,6,174,0,0
5065,7/29/2024,Delhi,Pune,Rail,Delhivery,1713,27031.94,926,9,5,32,0,1
5066,11/22/2024,Bangalore,Pune,Rail,kuehne nagel,236,24866.39,2294,5,14,39,0,0
5067,9/5/2024,Mumbai,Indore,Road,Delhivery,195,59585.26,2576,1,6,193,0,0
5068,8/14/2024,Chennai,Hyderabad,Road,DHL,1055,7219.62,3639,8,11,240,0,0
5069,2/17/2024,Jaipur,Kolkata,Road,Delhivery,201,26411.12,4453,3,8,73,0,0
5070,1/18/2024,Mumbai,Indore,Road,DHL,1436,52989.47,394,2,13,93,0,0
5071,10/21/2024,Jaipur,Ahmedabad,Road,Delhivery,142,18284.29,3722,6,12,89,0,0
5072,7/14/2024,Delhi,Ahmedabad,Road,DTDC,1104,46637.27,3118,4,6,459,0,0
5073,7/5/2024,Bangalore,Indore,Road,Delhivery,1899,25568.8,1963,4,5,254,0,0
5074,12/10/2024,Mumbai,Indore,Road,DHL,589,67777.5,2495,9,6,234,0,1
5075,8/11/2024,Chennai,Hyderabad,Road,DTDC,698,29299.17,834,8,9,139,0,0
5076,11/13/2024,Delhi,Ahmedabad,Road,Delhivery,651,19902.29,1537,3,12,198,0,0
5077,12/30/2024,Delhi,Kolkata,Air,Delhivery,98,43348.09,4941,9,1,290,0,1
5078,12/2/2024,Jaipur,Pune,Road,kuehne nagel,1952,12581.52,3898,1,14,306,0,0
5079,8/16/2024,Delhi,Pune,Air,DTDC,1331,64203.75,499,7,3,172,0,1
5080,3/17/2024,Mumbai,Hyderabad,Rail,DHL,1591,55042.2,1477,7,3,14,0,1
5081,7/6/2024,Jaipur,Hyderabad,Rail,DTDC,590,62099.69,2645,2,9,328,0,0
5082,12/11/2024,Delhi,Ahmedabad,Road,DHL,1483,33112.5,2326,7,3,153,1,1
5083,9/26/2024,Chennai,Kolkata,Road,kuehne nagel,205,67130.27,293,7,6,196,0,1
5084,4/4/2024,Mumbai,Kolkata,Road,kuehne nagel,824,40496.75,2162,9,9,178,0,1
5085,11/5/2024,Chennai,Indore,Road,DHL,595,9386.52,3358,6,10,95,0,0
5086,5/11/2024,Chennai,Hyderabad,Air,DHL,1513,19474.28,995,9,5,341,0,1
5087,2/8/2024,Jaipur,Pune,Road,DHL,1310,57462.12,1076,3,10,237,0,0
5088,3/12/2024,Bangalore,Pune,Air,kuehne nagel,699,71920.94,1573,8,11,416,0,0
5089,10/7/2024,Jaipur,Ahmedabad,Rail,DTDC,1441,9424.48,3158,4,9,311,0,0
5090,11/28/2024,Mumbai,Pune,Road,kuehne nagel,1050,69408.75,3742,1,9,78,0,0
5091,6/8/2024,Mumbai,Kolkata,Rail,Delhivery,1130,64327.45,3099,7,6,244,0,1
5092,7/5/2024,Jaipur,Kolkata,Road,kuehne nagel,224,29811.76,3371,3,8,220,0,0
5093,7/9/2024,Bangalore,Hyderabad,Road,Delhivery,1287,55763.59,3356,4,9,409,0,0
5094,4/29/2024,Jaipur,Ahmedabad,Road,Delhivery,76,16582.2,4288,3,9,220,0,0
5095,8/7/2024,Mumbai,Pune,Air,kuehne nagel,1880,65444.68,110,6,8,207,0,0
5096,2/22/2024,Bangalore,Hyderabad,Road,kuehne nagel,1991,53272.44,4224,1,13,436,0,0
5097,8/9/2024,Mumbai,Indore,Rail,kuehne nagel,1192,36228.69,3448,7,4,184,0,1
5098,5/10/2024,Bangalore,Indore,Road,DTDC,196,69432.35,2464,8,8,115,0,1
5099,8/24/2024,Bangalore,Pune,Road,kuehne nagel,917,12860.29,3828,3,2,124,0,1
5100,9/2/2024,Jaipur,Pune,Road,DHL,314,67971.28,3656,9,3,238,0,1
5101,8/13/2024,Jaipur,Pune,Road,kuehne nagel,1476,3863.14,439,2,9,108,0,0
5102,7/26/2024,Jaipur,Kolkata,Road,Delhivery,307,60749.63,4666,9,10,406,0,0
5103,4/5/2024,Bangalore,Pune,Road,DTDC,1933,46722.4,1725,5,4,47,0,1
5104,7/18/2024,Bangalore,Indore,Rail,DTDC,1262,56344.42,1827,6,2,198,0,1
5105,9/3/2024,Mumbai,Pune,Road,Delhivery,876,34162.87,302,2,3,51,0,0
5106,3/12/2024,Chennai,Ahmedabad,Air,DTDC,792,69426.41,3216,5,7,194,0,0
5107,11/13/2024,Jaipur,Indore,Road,DTDC,1572,26425.62,1764,6,9,70,1,0
5108,7/3/2024,Mumbai,Ahmedabad,Road,DHL,759,23446.51,2100,5,7,375,0,0
5109,1/6/2024,Mumbai,Indore,Road,DHL,1312,25536.55,745,4,8,87,0,0
5110,7/24/2024,Delhi,Hyderabad,Road,DTDC,1400,62400.38,2143,8,3,474,0,1
5111,2/1/2024,Jaipur,Indore,Air,kuehne nagel,1143,40632.76,4798,2,7,75,0,0
5112,4/8/2024,Mumbai,Indore,Rail,DTDC,1837,43892.66,2622,1,1,193,0,1
5113,9/12/2024,Delhi,Ahmedabad,Rail,DHL,1778,66869.12,1555,2,12,220,0,0
5114,7/5/2024,Jaipur,Ahmedabad,Air,DTDC,1098,67002.51,3718,4,6,278,0,0
5115,3/16/2024,Bangalore,Indore,Rail,kuehne nagel,1655,14615.57,4563,1,3,425,0,0
5116,6/25/2024,Delhi,Indore,Rail,kuehne nagel,1229,44881.88,2793,9,2,333,1,1
5117,11/10/2024,Bangalore,Kolkata,Rail,DHL,1731,11829.42,4704,1,14,233,0,0
5118,10/13/2024,Chennai,Hyderabad,Road,DTDC,1904,69745.22,3327,5,4,431,1,1
5119,12/14/2024,Chennai,Hyderabad,Road,DHL,268,67286.44,1348,8,11,444,0,0
5120,9/11/2024,Chennai,Pune,Rail,Delhivery,610,68249.21,4740,9,14,370,0,0
5121,11/20/2024,Chennai,Indore,Road,DHL,1452,56978.96,3300,9,9,228,0,1
5122,7/8/2024,Mumbai,Indore,Air,DHL,941,38416.43,2964,8,6,406,0,1
5123,11/3/2024,Chennai,Indore,Road,DHL,1267,33568.26,3918,6,12,388,0,0
5124,12/10/2024,Mumbai,Indore,Air,DTDC,1113,32827.52,2314,6,9,44,0,0
5125,5/6/2024,Mumbai,Hyderabad,Road,Delhivery,646,7164.6,3842,9,14,297,0,0
5126,10/13/2024,Jaipur,Ahmedabad,Road,DTDC,392,76011.88,2930,2,8,255,0,0
5127,9/10/2024,Mumbai,Kolkata,Road,kuehne nagel,552,37121.5,2903,3,5,466,0,0
5128,7/31/2024,Mumbai,Ahmedabad,Air,Delhivery,499,74548.96,3757,6,8,250,0,0
5129,9/6/2024,Chennai,Ahmedabad,Road,DHL,385,70582.09,2878,8,2,422,0,1
5130,3/24/2024,Mumbai,Hyderabad,Rail,DHL,53,66631.61,265,7,8,401,0,0
5131,1/13/2024,Bangalore,Kolkata,Rail,DHL,1875,47888.09,4615,8,1,473,0,1
5132,2/14/2024,Chennai,Indore,Road,DTDC,808,9921.36,229,5,11,273,0,0
5133,5/6/2024,Delhi,Hyderabad,Air,kuehne nagel,566,27265.09,2736,9,13,477,0,0
5134,4/23/2024,Chennai,Hyderabad,Road,Delhivery,1570,49079.72,426,6,12,173,0,0
5135,10/2/2024,Mumbai,Kolkata,Rail,Delhivery,1299,3049.55,2778,2,3,236,0,0
5136,7/23/2024,Bangalore,Pune,Road,DTDC,1223,5325.21,1877,6,7,46,1,0
5137,12/2/2024,Chennai,Hyderabad,Road,kuehne nagel,287,54857.74,3276,4,4,392,0,1
5138,9/29/2024,Bangalore,Ahmedabad,Road,Delhivery,1733,71279.82,2377,5,13,221,0,0
5139,2/27/2024,Delhi,Ahmedabad,Rail,DTDC,152,68702.72,1552,5,11,143,0,0
5140,11/23/2024,Delhi,Indore,Air,kuehne nagel,1248,15115.33,4994,1,7,233,1,0
5141,8/6/2024,Jaipur,Hyderabad,Road,kuehne nagel,1059,73076.21,802,5,1,417,0,1
5142,4/18/2024,Jaipur,Indore,Road,Delhivery,1534,56311.57,3219,9,7,433,0,1
5143,10/5/2024,Chennai,Hyderabad,Air,Delhivery,1821,57873.42,299,8,14,266,0,0
5144,6/22/2024,Jaipur,Kolkata,Road,kuehne nagel,1107,25715.21,2870,8,3,190,0,1
5145,11/23/2024,Bangalore,Hyderabad,Road,Delhivery,1757,57847.75,4786,3,2,183,0,1
5146,9/20/2024,Jaipur,Pune,Road,DTDC,567,57362.24,939,9,9,314,0,1
5147,11/10/2024,Bangalore,Ahmedabad,Road,kuehne nagel,489,48383.91,4916,9,2,357,0,1
5148,4/20/2024,Jaipur,Kolkata,Rail,Delhivery,1358,29868.5,4052,7,3,191,0,1
5149,7/5/2024,Jaipur,Ahmedabad,Air,Delhivery,274,65259.13,3773,6,3,139,0,1
5150,9/25/2024,Jaipur,Indore,Road,DTDC,614,75126.4,3136,9,4,35,0,1
5151,8/16/2024,Mumbai,Kolkata,Rail,Delhivery,1330,69851.3,2793,6,11,482,0,0
5152,6/4/2024,Mumbai,Pune,Rail,Delhivery,1132,20952.38,4626,3,7,352,0,0
5153,7/7/2024,Jaipur,Ahmedabad,Road,Delhivery,295,36762.56,1806,6,7,342,0,0
5154,9/28/2024,Bangalore,Hyderabad,Road,DHL,1592,28708.32,2672,2,9,132,0,0
5155,1/2/2024,Chennai,Hyderabad,Rail,DTDC,1287,57183.4,1826,2,10,373,0,0
5156,9/2/2024,Delhi,Hyderabad,Road,DTDC,977,66856.25,4630,7,8,322,0,0
5157,7/28/2024,Mumbai,Kolkata,Road,DHL,1663,18832.1,3454,8,6,417,0,1
5158,10/12/2024,Jaipur,Pune,Air,DTDC,1774,75887.49,2124,7,6,73,0,1
5159,12/24/2024,Delhi,Pune,Rail,Delhivery,1002,54831.67,3146,5,5,163,0,1
5160,1/13/2024,Mumbai,Pune,Air,Delhivery,868,19038.93,1135,4,2,294,0,1
5161,4/5/2024,Chennai,Ahmedabad,Road,Delhivery,265,30945.38,3779,8,6,223,0,1
5162,8/8/2024,Bangalore,Kolkata,Rail,DTDC,1476,10159.33,4378,9,6,462,0,1
5163,8/25/2024,Jaipur,Hyderabad,Rail,DTDC,332,48571.38,1537,7,12,185,0,0
5164,4/3/2024,Chennai,Ahmedabad,Air,kuehne nagel,1904,15196.94,398,1,5,95,0,0
5165,12/3/2024,Mumbai,Pune,Air,DHL,1646,56061.02,463,4,14,289,0,0
5166,9/25/2024,Jaipur,Hyderabad,Air,DTDC,622,59505.25,2503,4,6,172,0,0
5167,6/19/2024,Delhi,Kolkata,Air,kuehne nagel,1288,39388.12,3502,3,5,309,0,0
5168,4/3/2024,Bangalore,Indore,Road,DHL,431,9317.71,2613,4,11,464,0,0
5169,5/28/2024,Mumbai,Pune,Rail,DHL,1118,49648.11,1059,9,14,148,0,0
5170,4/21/2024,Bangalore,Pune,Road,Delhivery,1990,31032.01,4432,1,12,319,0,0
5171,2/24/2024,Jaipur,Pune,Rail,Delhivery,221,76072.5,831,2,4,179,0,0
5172,12/2/2024,Chennai,Pune,Air,kuehne nagel,1294,42030.05,3129,7,3,370,0,1
5173,4/25/2024,Bangalore,Hyderabad,Road,kuehne nagel,1458,7636.75,4502,9,14,142,0,0
5174,5/22/2024,Delhi,Kolkata,Road,Delhivery,1168,51611.83,2678,7,1,291,0,1
5175,7/19/2024,Mumbai,Ahmedabad,Rail,Delhivery,1932,62789.59,4025,1,11,110,0,0
5176,6/28/2024,Delhi,Hyderabad,Road,DHL,93,14519.22,2236,7,4,497,0,1
5177,7/20/2024,Bangalore,Kolkata,Road,DHL,277,37026.47,3369,6,13,301,0,0
5178,12/29/2024,Chennai,Ahmedabad,Road,DTDC,623,59969.36,1256,1,9,161,0,0
5179,2/22/2024,Chennai,Pune,Road,Delhivery,366,3598.5,3846,1,7,61,1,0
5180,6/28/2024,Delhi,Kolkata,Rail,DHL,780,4259.64,4568,2,7,349,1,0
5181,11/8/2024,Jaipur,Pune,Road,kuehne nagel,1408,54799.14,4542,6,7,72,1,0
5182,11/3/2024,Jaipur,Kolkata,Road,DHL,650,58559.87,354,4,14,437,0,0
5183,5/16/2024,Chennai,Indore,Air,Delhivery,673,67977.82,3504,4,4,482,0,1
5184,6/30/2024,Delhi,Pune,Rail,DHL,1792,33168.79,2323,6,12,115,0,0
5185,1/1/2024,Delhi,Pune,Road,Delhivery,516,32402.58,900,9,7,495,0,1
5186,2/13/2024,Delhi,Pune,Road,DHL,1952,45084.7,544,1,11,206,0,0
5187,8/14/2024,Bangalore,Hyderabad,Rail,DTDC,1891,61071.5,3605,2,2,334,1,1
5188,11/26/2024,Jaipur,Ahmedabad,Road,DTDC,1788,51997.39,2724,8,12,306,0,0
5189,4/7/2024,Jaipur,Pune,Rail,kuehne nagel,346,27531.22,3480,8,8,399,0,1
5190,7/26/2024,Bangalore,Pune,Rail,kuehne nagel,594,29030.69,3199,6,10,42,0,0
5191,9/21/2024,Mumbai,Hyderabad,Road,Delhivery,538,61514.38,3397,6,8,370,0,0
5192,10/14/2024,Bangalore,Hyderabad,Air,Delhivery,1069,43702.44,3999,8,9,20,0,0
5193,9/27/2024,Delhi,Indore,Road,Delhivery,264,9642.14,554,2,5,92,0,0
5194,5/19/2024,Bangalore,Kolkata,Road,DHL,1597,13933.61,4752,2,10,68,0,0
5195,8/24/2024,Delhi,Pune,Air,DHL,1075,68392.85,2704,1,8,135,0,0
5196,3/12/2024,Chennai,Kolkata,Road,DHL,1948,79906.67,3456,6,2,66,0,1
5197,6/3/2024,Delhi,Hyderabad,Rail,kuehne nagel,710,28183.27,3567,6,10,329,0,0
5198,7/8/2024,Jaipur,Hyderabad,Rail,Delhivery,703,32162.73,2754,6,10,151,0,0
5199,9/24/2024,Bangalore,Indore,Road,DHL,851,14050.07,3814,2,8,36,0,0
5200,11/16/2024,Delhi,Ahmedabad,Air,kuehne nagel,1280,20385.62,1629,7,10,140,0,0
5201,4/16/2024,Mumbai,Hyderabad,Road,DTDC,390,35121.13,1811,3,9,407,0,0
5202,8/19/2024,Chennai,Pune,Road,Delhivery,753,24182.39,4182,1,6,223,0,0
5203,2/11/2024,Mumbai,Indore,Air,DTDC,456,56711.14,363,1,6,490,0,0
5204,7/8/2024,Mumbai,Ahmedabad,Road,kuehne nagel,902,43952.26,4365,9,4,395,0,1
5205,5/18/2024,Mumbai,Indore,Rail,Delhivery,355,66139.18,2737,3,13,385,0,0
5206,4/12/2024,Chennai,Hyderabad,Rail,DHL,1580,58512.94,1768,8,8,205,0,1
5207,6/19/2024,Chennai,Ahmedabad,Road,kuehne nagel,1983,11991.85,4549,7,7,295,0,1
5208,12/16/2024,Chennai,Kolkata,Road,DTDC,1542,11624.34,3676,2,12,349,0,0
5209,9/29/2024,Chennai,Ahmedabad,Road,DTDC,1837,71860.59,4624,2,9,70,0,0
5210,8/8/2024,Mumbai,Pune,Air,DTDC,1789,65921.88,873,4,1,159,0,1
5211,7/31/2024,Jaipur,Kolkata,Road,kuehne nagel,923,38497.55,4365,2,10,393,0,0
5212,12/6/2024,Jaipur,Kolkata,Road,kuehne nagel,1631,12168.4,2464,5,8,184,0,0
5213,2/25/2024,Chennai,Pune,Road,Delhivery,1959,72088.95,4829,7,8,18,0,0
5214,12/7/2024,Bangalore,Kolkata,Road,Delhivery,544,19994.64,3870,2,9,383,0,0
5215,4/11/2024,Delhi,Hyderabad,Rail,DTDC,1334,4771.71,2019,9,7,59,0,1
5216,7/10/2024,Bangalore,Ahmedabad,Air,kuehne nagel,627,74090.68,3153,1,9,323,0,0
5217,11/5/2024,Bangalore,Ahmedabad,Road,Delhivery,1735,65096.98,3116,2,10,224,0,0
5218,7/18/2024,Bangalore,Pune,Road,kuehne nagel,1655,56091.57,1809,7,8,109,0,0
5219,8/20/2024,Jaipur,Hyderabad,Rail,DHL,1437,4654.37,3175,5,9,131,0,0
5220,8/14/2024,Delhi,Kolkata,Road,kuehne nagel,1587,43217.63,4102,1,9,493,0,0
5221,5/18/2024,Bangalore,Ahmedabad,Air,DTDC,590,52983.62,2331,4,1,30,0,1
5222,12/9/2024,Chennai,Ahmedabad,Road,kuehne nagel,817,61229.08,4974,8,3,192,0,1
5223,10/31/2024,Jaipur,Ahmedabad,Road,DTDC,1646,38743.76,4888,5,6,198,0,0
5224,5/28/2024,Chennai,Ahmedabad,Air,Delhivery,1685,76361.25,3084,2,12,242,0,0
5225,4/24/2024,Chennai,Indore,Road,Delhivery,945,21092.92,1173,9,11,91,0,0
5226,3/3/2024,Bangalore,Pune,Road,Delhivery,504,7439.32,1284,1,7,2,0,0
5227,4/13/2024,Chennai,Kolkata,Road,DHL,1217,27955.77,724,1,4,276,0,0
5228,12/4/2024,Delhi,Kolkata,Air,DTDC,1265,53620.78,2752,5,10,465,0,0
5229,12/24/2024,Chennai,Pune,Rail,DHL,1938,59498.26,2355,9,2,97,1,1
5230,6/4/2024,Bangalore,Hyderabad,Road,DHL,1426,59602.76,1318,6,14,465,0,0
5231,9/29/2024,Chennai,Pune,Rail,Delhivery,1855,10632.56,3271,5,12,485,0,0
5232,1/6/2024,Jaipur,Ahmedabad,Road,DTDC,348,71036.98,4769,6,4,285,0,1
5233,5/26/2024,Jaipur,Ahmedabad,Road,kuehne nagel,1533,23905.03,4244,6,6,265,0,1
5234,7/2/2024,Jaipur,Pune,Rail,kuehne nagel,476,18373.07,3844,9,13,4,1,0
5235,1/28/2024,Mumbai,Pune,Rail,DTDC,1911,49927.68,4128,9,4,238,0,1
5236,2/7/2024,Jaipur,Kolkata,Road,kuehne nagel,1896,18524.23,2109,5,12,40,1,0
5237,4/28/2024,Jaipur,Kolkata,Road,Delhivery,765,41627,1299,4,10,439,0,0
5238,10/19/2024,Mumbai,Indore,Road,Delhivery,806,33748.32,4079,1,2,397,0,0
5239,8/31/2024,Jaipur,Indore,Rail,DHL,80,20098.67,2910,6,9,390,0,0
5240,3/8/2024,Bangalore,Ahmedabad,Rail,Delhivery,381,24780.65,3563,7,1,494,0,1
5241,8/1/2024,Jaipur,Indore,Rail,kuehne nagel,1484,35337.76,3269,7,10,329,0,0
5242,8/5/2024,Jaipur,Indore,Rail,DHL,101,29000.51,228,1,7,282,0,0
5243,6/25/2024,Mumbai,Hyderabad,Rail,DTDC,1457,31762.91,2249,6,9,241,0,0
5244,10/25/2024,Bangalore,Pune,Air,DTDC,292,59363.9,4980,8,3,103,0,1
5245,6/12/2024,Chennai,Kolkata,Road,DHL,824,15133.63,4727,3,11,297,0,0
5246,2/27/2024,Delhi,Indore,Road,Delhivery,735,50954.25,4341,1,6,495,0,0
5247,9/25/2024,Bangalore,Kolkata,Road,DHL,1685,54896.31,2579,7,9,298,0,0
5248,11/3/2024,Chennai,Indore,Road,DHL,1490,64562.79,2305,4,9,384,0,0
5249,2/27/2024,Bangalore,Indore,Rail,Delhivery,1548,68091.52,985,5,4,462,0,1
5250,10/14/2024,Chennai,Ahmedabad,Air,DTDC,1465,14375.91,1006,2,12,496,0,0
5251,4/14/2024,Chennai,Hyderabad,Road,DHL,1462,12784.34,2523,7,8,61,0,0
5252,8/15/2024,Bangalore,Pune,Air,DTDC,622,49952.14,1135,1,8,62,0,0
5253,9/3/2024,Mumbai,Pune,Road,kuehne nagel,921,61039.49,4712,4,11,226,0,0
5254,7/6/2024,Bangalore,Ahmedabad,Road,Delhivery,749,23241.46,3484,8,7,255,0,1
5255,3/23/2024,Bangalore,Ahmedabad,Rail,kuehne nagel,1542,43016.08,2715,7,6,253,0,1
5256,7/4/2024,Chennai,Pune,Road,DTDC,1481,62234.68,3042,7,3,452,1,1
5257,9/8/2024,Delhi,Pune,Road,kuehne nagel,568,61865.24,1151,7,12,277,0,0
5258,12/20/2024,Chennai,Hyderabad,Road,kuehne nagel,1262,52997.97,3026,5,4,159,0,1
5259,8/25/2024,Jaipur,Indore,Air,kuehne nagel,644,8145.44,333,3,14,239,0,0
5260,12/25/2024,Bangalore,Hyderabad,Rail,DHL,1424,5950.22,4521,7,12,43,0,0
5261,7/2/2024,Bangalore,Pune,Road,DHL,332,32298.73,3840,8,9,405,0,0
5262,10/10/2024,Mumbai,Indore,Road,Delhivery,1709,4081.62,2869,7,10,363,0,0
5263,7/28/2024,Chennai,Pune,Air,DTDC,1230,72523.26,837,6,7,413,0,0
5264,10/30/2024,Mumbai,Hyderabad,Road,DTDC,648,3571.28,4518,9,11,439,0,0
5265,10/22/2024,Bangalore,Hyderabad,Air,Delhivery,197,4309.8,906,6,8,314,0,0
5266,4/6/2024,Chennai,Hyderabad,Road,DTDC,119,14895.54,1748,5,13,152,0,0
5267,7/26/2024,Chennai,Indore,Rail,DTDC,1443,50907.18,2730,6,6,301,0,1
5268,5/16/2024,Jaipur,Kolkata,Rail,kuehne nagel,1661,44241.22,2183,4,12,80,0,0
5269,7/2/2024,Jaipur,Kolkata,Road,kuehne nagel,1699,53440,4244,6,1,137,0,1
5270,3/16/2024,Delhi,Pune,Rail,DTDC,1588,71697.3,2471,4,11,213,0,0
5271,10/13/2024,Jaipur,Indore,Road,Delhivery,283,37485.76,2855,5,12,450,0,0
5272,5/21/2024,Chennai,Ahmedabad,Rail,Delhivery,728,5422.33,3981,6,9,386,0,0
5273,8/24/2024,Jaipur,Kolkata,Rail,DTDC,1684,61552.74,674,1,11,165,2,0
5274,1/25/2024,Delhi,Indore,Road,Delhivery,685,65333.23,4228,6,3,383,0,1
5275,10/16/2024,Bangalore,Indore,Rail,Delhivery,516,5891.29,1650,6,13,165,0,0
5276,3/7/2024,Jaipur,Kolkata,Road,kuehne nagel,606,20942.24,50,1,13,197,0,0
5277,9/6/2024,Chennai,Indore,Road,Delhivery,943,62106.55,4831,7,3,302,0,1
5278,4/27/2024,Bangalore,Indore,Rail,DHL,885,31340.11,4395,5,9,262,0,0
5279,3/13/2024,Chennai,Kolkata,Road,kuehne nagel,1360,38866.81,4555,8,4,48,0,1
5280,10/8/2024,Bangalore,Hyderabad,Road,DHL,667,66207.71,1459,5,8,127,0,0
5281,12/25/2024,Chennai,Pune,Road,DTDC,1367,9380.32,3917,5,14,368,0,0
5282,1/10/2024,Jaipur,Ahmedabad,Road,Delhivery,1554,54828.18,4635,2,12,136,0,0
5283,7/29/2024,Jaipur,Pune,Road,DHL,183,18768.78,3020,4,11,32,0,0
5284,11/18/2024,Delhi,Hyderabad,Road,Delhivery,57,6886.81,2637,4,12,101,0,0
5285,5/31/2024,Bangalore,Hyderabad,Rail,DHL,77,53674.83,848,8,13,77,0,0
5286,1/5/2024,Delhi,Indore,Rail,kuehne nagel,832,11470.16,992,3,4,195,0,0
5287,7/13/2024,Mumbai,Pune,Air,DTDC,1808,60266.57,3512,1,2,201,0,0
5288,10/9/2024,Jaipur,Hyderabad,Road,DHL,1593,17811.02,1377,7,13,68,0,0
5289,4/22/2024,Bangalore,Pune,Rail,kuehne nagel,1383,5783.94,744,9,5,28,0,1
5290,9/27/2024,Delhi,Hyderabad,Rail,DTDC,1719,9745.2,3466,6,11,424,0,0
5291,6/11/2024,Delhi,Ahmedabad,Road,DHL,590,67619.08,4280,2,3,400,1,0
5292,4/14/2024,Mumbai,Hyderabad,Rail,DHL,676,30935.52,235,2,4,57,0,0
5293,6/29/2024,Delhi,Pune,Rail,kuehne nagel,1567,25576.8,527,1,12,203,0,0
5294,2/13/2024,Chennai,Indore,Road,DTDC,1107,40313.51,4146,6,3,55,0,1
5295,10/8/2024,Jaipur,Pune,Rail,DTDC,56,51368.74,2947,8,1,83,0,1
5296,6/23/2024,Delhi,Kolkata,Road,kuehne nagel,89,4893.98,3065,1,4,106,0,0
5297,6/10/2024,Delhi,Pune,Road,Delhivery,1403,72058.7,3865,1,9,251,0,0
5298,12/16/2024,Mumbai,Ahmedabad,Road,kuehne nagel,958,76761.55,1735,1,7,342,0,0
5299,12/5/2024,Chennai,Ahmedabad,Air,DTDC,111,34549.93,1041,5,13,423,0,0
5300,5/19/2024,Delhi,Ahmedabad,Road,kuehne nagel,1159,34185.05,2799,7,6,332,0,1
5301,5/11/2024,Jaipur,Hyderabad,Road,Delhivery,1798,70527.67,4415,4,14,439,0,0
5302,3/27/2024,Jaipur,Ahmedabad,Rail,kuehne nagel,1189,35486.32,2995,1,10,414,1,0
5303,6/24/2024,Delhi,Pune,Rail,kuehne nagel,1650,68782.81,3448,1,9,360,0,0
5304,7/1/2024,Chennai,Indore,Rail,DHL,1370,4210.28,244,3,4,426,0,0
5305,5/8/2024,Jaipur,Ahmedabad,Road,Delhivery,428,40192.75,2352,5,6,133,0,0
5306,9/2/2024,Jaipur,Pune,Rail,DTDC,1755,76289.47,128,5,3,357,0,1
5307,3/29/2024,Chennai,Hyderabad,Road,Delhivery,1701,21718.76,3996,9,3,429,0,1
5308,3/6/2024,Chennai,Hyderabad,Road,DTDC,371,22760.08,1171,9,10,192,0,0
5309,6/6/2024,Delhi,Indore,Road,DTDC,1701,51149.59,3271,9,10,32,0,0
5310,5/28/2024,Bangalore,Indore,Rail,DHL,782,74242.89,835,8,8,98,0,1
5311,12/5/2024,Mumbai,Pune,Rail,Delhivery,1468,17501.89,2911,9,5,268,0,1
5312,4/25/2024,Bangalore,Indore,Rail,DHL,1430,73888.78,496,8,8,107,0,1
5313,8/1/2024,Bangalore,Indore,Road,kuehne nagel,1635,53714.29,4268,8,9,66,0,0
5314,10/20/2024,Jaipur,Hyderabad,Road,Delhivery,888,79457.69,2773,8,2,495,0,1
5315,9/9/2024,Chennai,Pune,Road,kuehne nagel,468,59443.79,1631,8,13,52,1,0
5316,5/22/2024,Jaipur,Indore,Air,Delhivery,1551,54088.44,408,5,7,199,0,0
5317,9/6/2024,Mumbai,Pune,Road,DTDC,1409,65562.45,2336,3,13,288,0,0
5318,10/28/2024,Delhi,Ahmedabad,Road,kuehne nagel,1664,15660.94,1815,4,13,232,0,0
5319,1/25/2024,Mumbai,Hyderabad,Rail,Delhivery,69,75786.88,854,9,14,163,0,0
5320,10/3/2024,Jaipur,Hyderabad,Road,Delhivery,461,14916.45,2780,7,14,241,0,0
5321,3/10/2024,Jaipur,Hyderabad,Air,kuehne nagel,1964,4002.29,4814,9,12,390,0,0
5322,4/22/2024,Jaipur,Kolkata,Rail,DHL,598,56432.83,4112,7,2,22,0,1
5323,12/28/2024,Jaipur,Pune,Rail,Delhivery,1332,16398.44,192,8,14,217,0,0
5324,4/21/2024,Bangalore,Ahmedabad,Road,DHL,654,61182.75,2284,3,7,175,0,0
5325,12/29/2024,Delhi,Indore,Road,DHL,1772,64013.04,3609,8,11,397,0,0
5326,10/29/2024,Bangalore,Ahmedabad,Road,DHL,406,20462.54,2219,4,13,279,0,0
5327,3/31/2024,Jaipur,Pune,Road,DHL,250,8764.19,3471,6,3,493,0,1
5328,1/18/2024,Chennai,Hyderabad,Rail,DHL,1484,41064.04,1173,1,8,172,1,0
5329,5/28/2024,Bangalore,Kolkata,Road,DTDC,1361,71437.04,333,2,4,494,0,0
5330,8/14/2024,Jaipur,Pune,Rail,DHL,1121,68088.71,433,7,9,9,0,0
5331,8/1/2024,Jaipur,Pune,Road,DTDC,814,11132.43,1628,6,12,362,0,0
5332,12/25/2024,Delhi,Indore,Rail,Delhivery,1631,77253.09,3922,5,4,59,0,1
5333,5/30/2024,Mumbai,Ahmedabad,Road,DTDC,1443,22588.04,2995,7,2,485,0,1
5334,7/10/2024,Bangalore,Ahmedabad,Road,DTDC,280,29252.51,4332,2,13,117,0,0
